archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Golgari Graveyard,0.57407407407407,54,0.43,0.71,/Standard/golgari-graveyard
Izzet Omniscience,0.40740740740741,54,0.28,0.55,/Standard/izzet-omniscience
Boros Weapons,0.43396226415094,53,0.3,0.58,/Standard/boros-weapons
Azorius Auras,0.35294117647059,51,0.22,0.5,/Standard/azorius-auras
Rakdos Monument,0.57446808510638,47,0.42,0.72,/Standard/rakdos-monument
Sultai Control,0.5,46,0.35,0.65,/Standard/sultai-control
Esper Midrange,0.3953488372093,43,0.25,0.56,/Standard/esper-midrange
Azorius Pixie,0.3953488372093,43,0.25,0.56,/Standard/azorius-pixie
Abzan Yuna,0.39024390243902,41,0.24,0.55,/Standard/abzan-yuna
Sultai Rhythm,0.51219512195122,41,0.35,0.67,/Standard/sultai-rhythm
Golgari Ramp,0.45,40,0.29,0.62,/Standard/golgari-ramp
Golgari Dragons,0.325,40,0.19,0.49,/Standard/golgari-dragons
Goblins,0.46153846153846,39,0.3,0.63,/Standard/goblins
Temur Surprise,0.69230769230769,39,0.52,0.83,/Standard/temur-surprise
Mardu Iroh,0.61538461538462,39,0.45,0.77,/Standard/mardu-iroh
Rakdos Sacrifice,0.34210526315789,38,0.2,0.51,/Standard/rakdos-sacrifice
Grixis Reanimator,0.31578947368421,38,0.18,0.49,/Standard/grixis-reanimator
Temur Stormsplitter,0.45945945945946,37,0.29,0.63,/Standard/temur-stormsplitter
Boros Midrange,0.38235294117647,34,0.22,0.56,/Standard/boros-midrange
Temur Songcrafter,0.42424242424242,33,0.25,0.61,/Standard/temur-songcrafter
Mono White Aggro,0.375,32,0.21,0.56,/Standard/mono-white-aggro
4 Color Weapons,0.32258064516129,31,0.17,0.51,/Standard/4-color-weapons
4 Color Yuna,0.56666666666667,30,0.37,0.75,/Standard/4-color-yuna
Temur Elementals,0.6,30,0.41,0.77,/Standard/temur-elementals
Simic Otters,0.51724137931034,29,0.33,0.71,/Standard/simic-otters
4 Color Reanimator,0.5,28,0.31,0.69,/Standard/4-color-reanimator
Mono Green Stompy,0.25925925925926,27,0.11,0.46,/Standard/mono-green-stompy
Golgari Earthbend,0.59259259259259,27,0.39,0.78,/Standard/golgari-earthbend
Rakdos Lizards,0.69230769230769,26,0.48,0.86,/Standard/rakdos-lizards
Selesnya Counters,0.38461538461538,26,0.2,0.59,/Standard/selesnya-counters
Bant Chocobo,0.48,25,0.28,0.69,/Standard/bant-chocobo
Esper Artifacts,0.375,24,0.19,0.59,/Standard/esper-artifacts
Mono Blue Flash,0.43478260869565,23,0.23,0.66,/Standard/mono-blue-flash
Mono White Auras,0.42857142857143,21,0.22,0.66,/Standard/mono-white-auras
Izzet Aggro,0.57142857142857,21,0.34,0.78,/Standard/izzet-aggro
Mardu Sacrifice,0.23809523809524,21,0.08,0.47,/Standard/mardu-sacrifice
Rakdos Aggro,0.4,20,0.19,0.64,/Standard/rakdos-aggro
Mono Black Skeletons,0.65,20,0.41,0.85,/Standard/mono-black-skeletons
Mardu Dragons,0.55,20,0.32,0.77,/Standard/mardu-dragons
Sultai Mill,0.42105263157895,19,0.2,0.67,/Standard/sultai-mill
Simic Aggro,0.42105263157895,19,0.2,0.67,/Standard/simic-aggro
Mono White Shepherd,0.47368421052632,19,0.24,0.71,/Standard/mono-white-shepherd
Mono White Pixie,0.42105263157895,19,0.2,0.67,/Standard/mono-white-pixie
Mono White Angels,0.33333333333333,18,0.13,0.59,/Standard/mono-white-angels
Jeskai Duplication,0.33333333333333,18,0.13,0.59,/Standard/jeskai-duplication
Grixis Control,0.41176470588235,17,0.18,0.67,/Standard/grixis-control
Jeskai Dragons,0.41176470588235,17,0.18,0.67,/Standard/jeskai-dragons
Mono Black Sacrifice,0.64705882352941,17,0.38,0.86,/Standard/mono-black-sacrifice
Golgari Control,0.4375,16,0.2,0.7,/Standard/golgari-control
Abzan Control,0.625,16,0.35,0.85,/Standard/abzan-control
Mono Blue Terror,0.375,16,0.15,0.65,/Standard/mono-blue-terror
Selesnya Aggro,0.4,15,0.16,0.68,/Standard/selesnya-aggro
Cats Aggro,0.4,15,0.16,0.68,/Standard/cats-aggro
Dimir Aggro,0.66666666666667,15,0.38,0.88,/Standard/dimir-aggro
Mono White Lifegain,0.28571428571429,14,0.08,0.58,/Standard/mono-white-lifegain
Bant Landfall,0.71428571428571,14,0.42,0.92,/Standard/bant-landfall
Abzan Roots,0.30769230769231,13,0.09,0.61,/Standard/abzan-roots
Esper Oculus,0.61538461538462,13,0.32,0.86,/Standard/esper-oculus
Abzan Ketramose,0.23076923076923,13,0.05,0.54,/Standard/abzan-ketramose
Orzhov Control,0.5,12,0.21,0.79,/Standard/orzhov-control
Mono Blue Tempo,0.27272727272727,11,0.06,0.61,/Standard/mono-blue-tempo
Azorius Artifacts,0.54545454545455,11,0.23,0.83,/Standard/azorius-artifacts
Random Encounter,0.36363636363636,11,0.11,0.69,/Standard/random-encounter
Temur Ramp,0.5,10,0.19,0.81,/Standard/temur-ramp
Esper Blink,0.3,10,0.07,0.65,/Standard/esper-blink
Orzhov Tokens,0.11111111111111,9,0.0,0.48,/Standard/orzhov-tokens
Selesnya Rabbits,0.44444444444444,9,0.14,0.79,/Standard/selesnya-rabbits
Jeskai Aggro,0.55555555555556,9,0.21,0.86,/Standard/jeskai-aggro
Mardu Control,0.44444444444444,9,0.14,0.79,/Standard/mardu-control
Mono Blue Proft,0.55555555555556,9,0.21,0.86,/Standard/mono-blue-proft
Grixis Oculus,0.22222222222222,9,0.03,0.6,/Standard/grixis-oculus
Golgari Landfall,0.33333333333333,9,0.07,0.7,/Standard/golgari-landfall
Sultai Graveyard,0.44444444444444,9,0.14,0.79,/Standard/sultai-graveyard
Mardu Midrange,0.375,8,0.09,0.76,/Standard/mardu-midrange
Izzet Pirates,0.75,8,0.35,0.97,/Standard/izzet-pirates
Sultai Roots,0.5,8,0.16,0.84,/Standard/sultai-roots
Jund Surprise,0.75,8,0.35,0.97,/Standard/jund-surprise
Orzhov Cage,0.5,8,0.16,0.84,/Standard/orzhov-cage
Dimir Flash,0.625,8,0.24,0.91,/Standard/dimir-flash
Bant Yuna,0.75,8,0.35,0.97,/Standard/bant-yuna
Bant Midrange,0.5,8,0.16,0.84,/Standard/bant-midrange
Sultai Landfall,0.375,8,0.09,0.76,/Standard/sultai-landfall
Esper Flyers,0.5,8,0.16,0.84,/Standard/esper-flyers
Dimir Elementals,0.375,8,0.09,0.76,/Standard/dimir-elementals
5 Color Legends,0.57142857142857,7,0.18,0.9,/Standard/5-color-legends
Gruul Surprise,0.71428571428571,7,0.29,0.96,/Standard/gruul-surprise
Dimir Reanimator,0.71428571428571,7,0.29,0.96,/Standard/dimir-reanimator
Abzan Lifegain,0.42857142857143,7,0.1,0.82,/Standard/abzan-lifegain
Simic Merfolks,0.85714285714286,7,0.42,1.0,/Standard/simic-merfolks
Bant Gearhulk,0.28571428571429,7,0.04,0.71,/Standard/bant-gearhulk
Rakdos Demons,0.42857142857143,7,0.1,0.82,/Standard/rakdos-demons
Golgari Kona,0.42857142857143,7,0.1,0.82,/Standard/golgari-kona
Rakdos Weapons,0.42857142857143,7,0.1,0.82,/Standard/rakdos-weapons
Sultai Season,0.85714285714286,7,0.42,1.0,/Standard/sultai-season
Izzet Flash,0.42857142857143,7,0.1,0.82,/Standard/izzet-flash
Temur Ouroboroid,0.42857142857143,7,0.1,0.82,/Standard/temur-ouroboroid
Dimir Demons,0.33333333333333,6,0.04,0.78,/Standard/dimir-demons
Mono White Ugin,0.33333333333333,6,0.04,0.78,/Standard/mono-white-ugin
Azorius Enchantments,0.16666666666667,6,0.0,0.64,/Standard/azorius-enchantments
Azorius Mill,0.16666666666667,6,0.0,0.64,/Standard/azorius-mill
Dimir Conqueror,0.33333333333333,6,0.04,0.78,/Standard/dimir-conqueror
Esper Aggro,0.33333333333333,6,0.04,0.78,/Standard/esper-aggro
Jund Midrange,0.6,5,0.15,0.95,/Standard/jund-midrange
Azorius Tempo,0.2,5,0.01,0.72,/Standard/azorius-tempo
Gruul Dragons,0.4,5,0.05,0.85,/Standard/gruul-dragons
Orzhov Skeletons,0.2,5,0.01,0.72,/Standard/orzhov-skeletons
Golgari Chocobo,0.2,5,0.01,0.72,/Standard/golgari-chocobo
Simic Landfall,0.2,5,0.01,0.72,/Standard/simic-landfall
Mardu Weapons,0.2,5,0.01,0.72,/Standard/mardu-weapons
Jund Kona,0.6,5,0.15,0.95,/Standard/jund-kona
Bant Aggro,0.4,5,0.05,0.85,/Standard/bant-aggro
Orzhov Artifacts,0.4,5,0.05,0.85,/Standard/orzhov-artifacts
Jund Roots,1.0,4,0.4,1.0,/Standard/jund-roots
Abzan Counters,0.25,4,0.01,0.81,/Standard/abzan-counters
Orzhov Auras,0.5,4,0.07,0.93,/Standard/orzhov-auras
Mono Black Discard,0.25,4,0.01,0.81,/Standard/mono-black-discard
Sultai Oculus,0.5,4,0.07,0.93,/Standard/sultai-oculus
Selesnya Ugin,0.25,4,0.01,0.81,/Standard/selesnya-ugin
Mono Black Moonshadow,0.25,4,0.01,0.81,/Standard/mono-black-moonshadow
Naya Aggro,0.66666666666667,3,0.09,0.99,/Standard/naya-aggro
Temur Midrange,0.66666666666667,3,0.09,0.99,/Standard/temur-midrange
Selesnya Midrange,0.66666666666667,3,0.09,0.99,/Standard/selesnya-midrange
Izzet Dragons,0.66666666666667,3,0.09,0.99,/Standard/izzet-dragons
Mono White Prison,0.66666666666667,3,0.09,0.99,/Standard/mono-white-prison
Simic Cauldron,0.33333333333333,3,0.01,0.91,/Standard/simic-cauldron
Mono Black Reanimator,0.66666666666667,3,0.09,0.99,/Standard/mono-black-reanimator
Selesnya Yuna,0.66666666666667,3,0.09,0.99,/Standard/selesnya-yuna
Mardu Ketramose,0.33333333333333,3,0.01,0.91,/Standard/mardu-ketramose
Gruul Kona,0.66666666666667,3,0.09,0.99,/Standard/gruul-kona
Elves,0.5,2,0.01,0.99,/Standard/elves
Mono Black Ugin,0.5,2,0.01,0.99,/Standard/mono-black-ugin
Orzhov Aggro,0.5,2,0.01,0.99,/Standard/orzhov-aggro
4 Color Midrange,0.5,2,0.01,0.99,/Standard/4-color-midrange
4 Color Airbending,0.5,2,0.01,0.99,/Standard/4-color-airbending
Mono Green Ramp,1.0,1,0.02,1.0,/Standard/mono-green-ramp
Mono White Midrange,1.0,1,0.02,1.0,/Standard/mono-white-midrange
